OBJECTID,Damage,City,Zip_Code,CAL_FIRE_Unit,County,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure,Assessed_Improved_Value,Year_Built,Latitude,Longitude,Zip_Code_Prefix,Year_Built_Known,Incident_Start_Year,Incident_Start_Month,Incident_Start_Month_Name,Incident_Start_Weekday,Assessed_Improved_Value_Known
47541,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,5618.0,1961,39.7951086962777,-121.582203307364,959,0,2018,11,November,Thursday,1
122753,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,30-50,199947.0,1958,34.0445893,-118.6242287,902,1,2025,1,January,Tuesday,1
76428,No Damage,Unincorporated,94515,LNU,Sonoma,2019-10-23,Unknown,Mobile Home Double Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63601.0,1989,38.6368615071505,-122.705068294522,945,1,2019,10,October,Wednesday,1
110671,Destroyed (>50%),Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,58408.0,1925,34.1815958,-118.1296711,910,1,2025,1,January,Tuesday,1
122916,No Damage,Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,30-50,183500.0,1961,34.0507516,-118.5430895,902,1,2025,1,January,Tuesday,1
49831,Destroyed (>50%),Los Angeles,91301,LAC,Los Angeles,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1996,34.1307480916782,-118.744255421969,913,1,2018,11,November,Thursday,1
56130,No Damage,Unincorporated,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,325000.0,2009,39.8144481348908,-121.628109350084,959,1,2018,11,November,Thursday,1
51184,Destroyed (>50%),Unincorporated,96001,SHU,Shasta,2018-07-23,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,71727.0,1976,40.6153659919433,-122.461361113446,960,1,2018,7,July,Monday,1
40236,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,Unknown,<=30,65601.0,1963,39.7769267015504,-121.624332582898,959,1,2018,11,November,Thursday,1
103028,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,578855.0,2004,34.206271,-118.1322151,910,1,2025,1,January,Tuesday,1
22901,Destroyed (>50%),Boulder Creek,95006,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,32322.0,1959,37.1501006889914,-122.142434696814,950,1,2020,8,August,Sunday,1
43529,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Triple Wide,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,<=30,0.0,1982,39.7748431874434,-121.596704845131,959,1,2018,11,November,Thursday,1
13239,Destroyed (>50%),Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32320.0,1920,38.5520821478466,-122.498650238382,945,1,2020,9,September,Sunday,1
96778,Destroyed (>50%),Unknown,Unknown,TGU,Tehama,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,Unknown,Unknown,11254.0,1930,40.1152968,-121.663963,Unknown,1,2024,7,July,Wednesday,1
49732,Destroyed (>50%),Malibu,90265,LAC,Los Angeles,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,0-10,Unknown,374375.0,1980,34.0409131926746,-118.848467255111,902,1,2018,11,November,Thursday,1
8099,No Damage,Tollhouse,93667,FKU,Fresno,2020-09-04,Unknown,Mobile Home Single Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17594.0,1961,37.0395063844629,-119.38793793066,936,0,2020,9,September,Friday,1
53147,No Damage,Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9095.0,1900,39.7630620801456,-121.618658406746,959,1,2018,11,November,Thursday,1
119301,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,Unknown,Unknown,0.0,1951,34.1741782,-118.0894467,911,1,2025,1,January,Tuesday,1
112675,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,Unknown,Unknown,177890.0,1939,34.1816397,-118.1268744,910,1,2025,1,January,Tuesday,1
53890,No Damage,Unincorporated,95965,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,120000.0,2010,39.7865931674728,-121.504028472589,959,1,2018,11,November,Thursday,1
75940,No Damage,Unincorporated,95492,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,115734.0,1973,38.5828074364155,-122.789578558923,954,1,2019,10,October,Wednesday,1
38340,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,75000.0,1960,39.7711743124228,-121.610579978668,959,1,2018,11,November,Thursday,1
75828,No Damage,Unincorporated,95448,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,189088.0,1984,38.6329259822491,-122.770319417647,954,1,2019,10,October,Wednesday,1
37094,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,<=30,167798.0,1995,39.7433395381216,-121.636338382516,959,1,2018,11,November,Thursday,1
124831,No Damage,Malibu,90265,LAC,Los Angeles,2025-01-07,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1996,34.0410409,-118.6151122,902,1,2025,1,January,Tuesday,1
127024,No Damage,Los Angeles,90049,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Wood,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,362074.0,1954,34.0667569,-118.5007411,900,1,2025,1,January,Tuesday,1
24439,No Damage,Boulder Creek,95006,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,119190.0,1940,37.1709871395436,-122.144950705448,950,1,2020,8,August,Sunday,1
125805,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,532502.0,1946,34.0454962,-118.5455894,902,1,2025,1,January,Tuesday,1
46101,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,134211.0,1987,39.8098458886491,-121.591815143462,959,1,2018,11,November,Thursday,1
113599,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,226089.0,1938,34.1950381,-118.1331269,910,1,2025,1,January,Tuesday,1
15176,No Damage,Vacaville,95688,LNU,Solano,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,493377.0,1969,38.3582880681239,-122.01812137395,956,1,2020,8,August,Sunday,1
95313,No Damage,Chico,95973,BTU,Butte,2024-07-24,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,>30,>=50,309054.0,2005,39.8898976,-121.7425571,959,1,2024,7,July,Wednesday,1
119075,No Damage,Pasadena,91107,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1973,34.177423,-118.0804377,911,1,2025,1,January,Tuesday,1
107458,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,>=50,126382.0,1911,34.183593,-118.1571357,910,1,2025,1,January,Tuesday,1
47137,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Other,No Eaves,Unknown,Unknown,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,4199.0,1971,39.7554799470428,-121.583020329606,959,1,2018,11,November,Thursday,1
8366,No Damage,Unknown,Unknown,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1961,37.0788533020067,-119.342512728263,Unknown,0,2020,9,September,Friday,1
101827,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,322320.0,1949,34.1944007,-118.1593084,910,1,2025,1,January,Tuesday,1
51710,Destroyed (>50%),Unincorporated,Unknown,SHU,Shasta,2018-07-23,Unknown,Utility Misc Structure,Other Minor Structure,2.0,Metal,Unenclosed,No Vents,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50,0.0,1961,40.6248500182276,-122.464316570731,Unknown,0,2018,7,July,Monday,0
23196,No Damage,Santa Cruz,95060,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,294375.0,1962,37.0512703067377,-122.158351895028,950,1,2020,8,August,Sunday,1
38487,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,16198.0,1975,39.7828904512164,-121.576412458022,959,1,2018,11,November,Thursday,1
31466,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,46938.0,1961,39.7603819050741,-121.5812780004,959,0,2018,11,November,Thursday,1
111006,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Multi Family Residence Single Story,Multiple Residence,Unknown,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,92669.0,1946,34.1823582,-118.1557986,910,1,2025,1,January,Tuesday,1
118423,No Damage,Pasadena,91104,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,Unknown,Unknown,134219.0,1926,34.169967,-118.0997332,911,1,2025,1,January,Tuesday,1
46143,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Wood,Unknown,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,37482.0,1949,39.7665917652074,-121.603281369106,959,1,2018,11,November,Thursday,1
46274,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,210000.0,1990,39.7755452954633,-121.616772793557,959,1,2018,11,November,Thursday,1
16277,Destroyed (>50%),Unknown,Unknown,LNU,Solano,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,Unknown,0.0,1961,38.436639582852,-122.031372673336,Unknown,0,2020,8,August,Sunday,0
43317,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,<=30,100000.0,1970,39.7866947436703,-121.585427736414,959,1,2018,11,November,Thursday,1
22313,No Damage,Unknown,Unknown,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Other,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,Combustible,Combustible,>30,Unknown,0.0,1961,37.13873980881,-122.305201355832,Unknown,0,2020,8,August,Sunday,0
29741,Destroyed (>50%),Paradise,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,Unknown,Unknown,85409.0,1964,39.7701864888214,-121.601348155987,959,1,2018,11,November,Thursday,1
81250,No Damage,Somerset,95684,AEU,El Dorado,2021-08-14,Combination of Actions,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,11-20,Unknown,136886.0,1961,38.6012199052906,-120.623939494443,956,0,2021,8,August,Saturday,1
28097,No Damage,Unknown,Unknown,ORC,Orange,2020-12-02,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,>30,Unknown,52265.0,1939,33.7113793715352,-117.625835544077,Unknown,1,2020,12,December,Wednesday,1
47792,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,Unknown,Unknown,155843.0,1993,39.8170770062038,-121.598985991031,959,1,2018,11,November,Thursday,1
51084,Destroyed (>50%),Unincorporated,96003,SHU,Shasta,2018-07-23,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,60908.0,1994,40.6211196120358,-122.433755913511,960,1,2018,7,July,Monday,1
28419,Destroyed (>50%),Unknown,Unknown,ORC,Orange,2020-12-02,Unknown,Commercial Building Single Story,Nonresidential Commercial,Unknown,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,30-50,210768.0,1961,33.7343004024164,-117.649220733692,Unknown,0,2020,12,December,Wednesday,1
88425,No Damage,Redding,96003,SHU,Shasta,2021-09-22,Unknown,Mobile Home Single Wide,Single Residence,0.0,Metal,Enclosed,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,140000.0,1961,40.6923854566042,-122.307457765722,960,0,2021,9,September,Wednesday,1
28718,Destroyed (>50%),Magalia,95954,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Metal,Unknown,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,<=30,63558.0,1980,39.8144725000347,-121.599105549609,959,1,2018,11,November,Thursday,1
14796,No Damage,Saint Helena,94574,LNU,Napa,2020-09-27,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Metal,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,>30,30-50,0.0,2017,38.5454529967725,-122.512536682606,945,1,2020,9,September,Sunday,1
79673,No Damage,Placerville,95667,AEU,El Dorado,2021-08-14,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,11-20,Unknown,115562.0,1961,38.6708735553146,-120.643594599622,956,0,2021,8,August,Saturday,1
130425,Destroyed (>50%),Pacific Palisades,90272,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,Unknown,Unknown,71028.0,1947,34.0499504,-118.5200766,902,1,2025,1,January,Tuesday,1
55152,No Damage,Unincorporated,95969,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,259143.0,2000,39.6769373587042,-121.571119137905,959,1,2018,11,November,Thursday,1
111870,No Damage,Altadena,91001,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,0.0,1961,34.1875525,-118.1561258,910,0,2025,1,January,Tuesday,0
94414,No Damage,Oroville,95966,BTU,Butte,2024-07-02,Engine Company Actions,Motor Home,Single Residence,Unknown,Metal,No Eaves,No Vents,Metal,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<=30,0.0,1961,39.5323838,-121.5270665,959,0,2024,7,July,Tuesday,1
2487,Destroyed (>50%),Berry Creek,95916,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,17036.0,1970,39.6408377609195,-121.397263633698,959,1,2020,9,September,Wednesday,1
