OBJECTID,Damage,Street_Number,Street_Name,Street_Type,City,Zip_Code,CAL_FIRE_Unit,County,Community,Incident_Start_Date,Structure_Defense_Actions_Taken,Structure_Type,Structure_Category,Number_of_Units,Roof_Construction,Eaves,Vent_Screen,Exterior_Siding,Window_Pane,DeckPorch_On_Grade,DeckPorch_Elevated,Patio_CoverCarport_Attached_to_Structure,Fence_Attached_to_Structure,Distance_Propane_Tank_to_Structure,Distance_Residence_to_UtilityMisc_Structure_gt_120_SQFT,Assessed_Improved_Value,Year_Built,Site_Address,Latitude,Longitude
85381,No Damage,0.0,Feather River Highway ,Other,Unknown,Unknown,LMU,Plumas,Unknown,2021-07-13 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,,,Unknown,40.0178252537258,-121.074220024319
13939,No Damage,355.0,Crystal Springs,Road,Unknown,Unknown,LNU,Napa,Saint Helena,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,21-30,>50',4629780.0,1890.0,355 CRYSTAL SPRINGS RD SAINT HELENA CA 94574,38.5529180486492,-122.488326122705
75769,No Damage,405.0,Encinosa,Court,Windsor,Unknown,LNU,Sonoma,Windsor,2019-10-23 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,653310.0,1989.0,405 ENCINOSA CT WINDSOR CA 95492,38.5580229903756,-122.789009226459
23239,Destroyed (>50%),383.0,Robson ,Road,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,1266400.0,1951.0,383 ROBSON RD SANTA CRUZ CA 95060,37.0616774470567,-122.152761703269
55202,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,163716.0,2006.0,5862 PONDEROSA WAY MAGALIA CA 95954,39.8154351540167,-121.618931213419
3640,Destroyed (>50%),580.0,Mayberry,Road,Unknown,00000,BTU,Butte,Unknown,2020-09-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,0-10,Unknown,132651.0,0.0,"580 MAYBERRY RD, BERRY CREEK CA 95966",39.5615854668005,-121.424137149545
8264,No Damage,42825.0,Shaver Lake ,Road,Unknown,00000,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,Unscreened,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,Unknown,Unknown,Unknown,1120040.0,0.0,42825 HWY ONE SIXTY EIGHT SHAVER LAKE CA 93664,37.1279111888715,-119.315982451499
41636,Destroyed (>50%),13846.0,Tulsa,Court,Magalia,Unknown,BTU,Butte,Magalia,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,15842.0,1974.0,13846  TULSA CT   MAGALIA CA 95954,39.8116462133919,-121.593336710788
16810,No Damage,519.0,Neptune,Court,Unknown,Unknown,LNU,Napa,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,244800.0,1974.0,519 NEPTUNE CT NAPA CA 94558,38.5150315341487,-122.194542769342
81886,No Damage,2281.0,Blitzen,Road,South Lake Tahoe,96150,AEU,El Dorado,Unknown,2021-08-14 00:00:00,Unknown,Multi Family Residence Multi Story,Multiple Residence,2.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,Combustible,Unknown,Unknown,318362.0,,2281 BLITZEN RD SOUTH LAKE TAHOE CA 96150,38.8457779974152,-120.019415776984
59470,Destroyed (>50%),3754.0,Darlington ,Court,Santa Rosa,00000,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,546123.0,,3754 DARLINGTON CT SANTA ROSA CA 95404,38.4869398529836,-122.70008288185
14354,No Damage,4975.0,Alpine,Road,Unknown,Unknown,LNU,Sonoma,Unknown,2020-09-27 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,Unknown,Unknown,368451.0,,5000 ALPINE RD SANTA ROSA CA 95404,38.5313658998721,-122.664628961141
11428,Destroyed (>50%),6389.0,Highway 12,Unknown,Unknown,Unknown,LNU,Sonoma,Santa Rosa ,2020-09-27 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,0-10,Unknown,98817.0,1946.0,6389 HWY 12 SANTA ROSA CA 95409,38.4529525689474,-122.612477472137
37668,Destroyed (>50%),6199.0,Calvary ,Court,Magalia,Unknown,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,11-20,Unknown,137277.0,1979.0,6199  CALVARY CT   MAGALIA CA 95954,39.8183866170979,-121.606572926562
59019,Destroyed (>50%),948.0,Scenic Way,Drive,Ventura,00000,VNC,Ventura,Unknown,2017-12-04 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,282683.0,1978.0,948 SCENIC WAY DR VENTURA CA,34.2945392113029,-119.20134599198
29813,Destroyed (>50%),1805.0,Stark,Lane,Paradise Northeast B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,Unknown,>50',107618.0,1983.0,1805  STARK LN   PARADISE CA 95969,39.7744035978592,-121.576167738972
115146,No Damage,196.0,E Las Flores,Drive,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,>50',366915.0,,"196 E LAS FLORES DR, ALTADENA, CA 91001",34.1978253,-118.1414067
47541,Destroyed (>50%),1616.0,Walnut,Lane,Paradise Northeast A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,Unknown,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,Unknown,Unknown,5618.0,0.0,1616  WALNUT LN   PARADISE CA 95969,39.7951086962777,-121.582203307364
122753,Destroyed (>50%),20727.0,Big Rock,Drive,Malibu,90265,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,30-50',199947.0,1958.0,"20727 BIG ROCK DR, MALIBU, CA 90265",34.0445893,-118.6242287
76428,No Damage,14805.0,State Highway 128,Other,Unincorporated,Unknown,LNU,Sonoma,Unknown,2019-10-23 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63601.0,1989.0,15150 STATE HIGHWAY 128 CALISTOGA CA 94515,38.6368615071505,-122.705068294522
62657,Destroyed (>50%),3719.0,View ,Court,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,84179.0,,3719 VIEW CT SANTA ROSA CA 95403,38.4805710658193,-122.743632085727
110671,Destroyed (>50%),2084.0,Lewis,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,58408.0,1925.0,"2082 LEWIS AVE, ALTADENA, CA 91001",34.1815958,-118.1296711
122916,No Damage,16543.0,Akron,Street,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,Unknown,30-50',183500.0,1961.0,"16543 AKRON ST, PACIFIC PALISADES, CA 90272",34.0507516,-118.5430895
49831,Destroyed (>50%),28601.0,wagon,Road,Los Angeles County,Unknown,LAC,Los Angeles,Unknown,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1435123.0,1996.0,28601 WAGON RD AGOURA HILLS CA 91301,34.1307480916782,-118.744255421969
58486,Destroyed (>50%),14250.0,Ponderosa,Way,Mokelumne Hill,95245,TCU,Calaveras,Unknown,2015-09-09 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,82477.0,,14250 PONDEROSA WAY MOKELUMNE HILL CA 95245,38.310044293747,-120.602677791904
56130,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,325000.0,2009.0,13743 NIMSHEW RD MAGALIA CA 95954,39.8144481348908,-121.628109350084
51184,Destroyed (>50%),11258.0,Iron Mountain ,Road,Unincorporated,Unknown,SHU,Shasta,Keswick ,2018-07-23 00:00:00,Unknown,Mobile Home Double Wide,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,71727.0,1976.0,11258 IRON MOUNTAIN RD REDDING CA 96001,40.6153659919433,-122.461361113446
40236,Destroyed (>50%),6385.0,Lorrie,Lane,Paradise Northwest B,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,Unknown,<30',65601.0,1963.0,6385  LORRIE LN   PARADISE CA 95969,39.7769267015504,-121.624332582898
103028,No Damage,587.0,Devonwood,Road,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,578855.0,2004.0,"587 DEVONWOOD RD, ALTADENA, CA 91001",34.206271,-118.1322151
22901,Destroyed (>50%),595.0,N Spring Creek,Road,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,Unknown,Unknown,32322.0,1959.0,595 N SPRING CREEK RD BOULDER CREEK CA 95006,37.1501006889914,-122.142434696814
43529,Destroyed (>50%),1280.0,Wagstaff,Road,Paradise Northwest A,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Mobile Home Triple Wide,Single Residence,Unknown,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,Unknown,<30',1655858.0,1982.0,1280  WAGSTAFF RD   PARADISE CA 95969,39.7748431874434,-121.596704845131
13239,Destroyed (>50%),0.0,Unknown,Road,Unknown,Unknown,LNU,Napa,0,2020-09-27 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32320.0,1920.0, SAINT HELENA CA 94574,38.5520821478466,-122.498650238382
96778,Destroyed (>50%),39500.0,Highway 32,Unknown,Unknown,00000,TGU,Tehama,Unknown,2024-07-24 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,Unknown,Unknown,11254.0,1930.0,Unknown,40.1152968,-121.663963
60598,Destroyed (>50%),21275.0,Dry Creek Cut Off,Street,Unincorporated,00000,LNU,Lake,Unknown,2015-09-12 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,21275 DRY CREEK CUT OFF RD MIDDLETOWN CA 95461,38.7486700609279,-122.642327105623
49732,Destroyed (>50%),5947.0,Trancas Canyon,Road,Malibu,Unknown,LAC,Los Angeles,Unknown,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,Unknown,Unknown,Unknown,0-10,Unknown,374375.0,1980.0,5947 TRANCAS CANYON RD MALIBU CA 90265,34.0409131926746,-118.848467255111
8099,No Damage,32963.0,Linson,Road,Unknown,00000,FKU,Fresno,Unknown,2020-09-04 00:00:00,Unknown,Mobile Home Single Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17594.0,0.0,32963 LINSON RD TOLLHOUSE CA 93667,37.0395063844629,-119.38793793066
53147,No Damage,Unknown,Unknown,Unknown,Unknown,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9095.0,1900.0,5993 MCCLAIN LN PARADISE CA 95969,39.7630620801456,-121.618658406746
119301,No Damage,1610.0,Kinneloa Mesa,Road,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,Unknown,Unknown,875240.0,1951.0,"1610 KINNELOA MESA RD, PASADENA, CA 91107",34.1741782,-118.0894467
112675,No Damage,1150.0,Boston,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,Unknown,Unknown,177890.0,1939.0,"1150 BOSTON ST, ALTADENA, CA 91001",34.1816397,-118.1268744
53890,No Damage,Unknown,Unknown,Unknown,Unincorporated,Unknown,BTU,Butte,Unknown,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,120000.0,2010.0,13298 CONCOW RD OROVILLE CA 95965,39.7865931674728,-121.504028472589
75940,No Damage,11850.0,Brooks,Road,Unincorporated,Unknown,LNU,Sonoma,Unknown,2019-10-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,115734.0,1973.0,11850 BROOKS RD WINDSOR CA 95492,38.5828074364155,-122.789578558923
38340,Destroyed (>50%),1017.0,Rochelle,Lane,Paradise Northwest B,Unknown,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,<30',75000.0,1960.0,1017  ROCHELLE LN   PARADISE CA 95969,39.7711743124228,-121.610579978668
75828,No Damage,15385.0,Chalk  Hill ,Road,Unincorporated,Unknown,LNU,Sonoma,Healdsburg ,2019-10-23 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,189088.0,1984.0,15385 CHALK HILL RD HEALDSBURG CA 95448,38.6329259822491,-122.770319417647
37094,Destroyed (>50%),5390.0,Topaz,Circle,Paradise Central Southwest A,Unknown,BTU,Butte,Paradise ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,<30',167798.0,1995.0,5390  TOPAZ CIR   PARADISE CA 95969,39.7433395381216,-121.636338382516
124831,No Damage,20330.0,Big Rock,Drive,Malibu,90265,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,1182540.0,1996.0,"20330 BIG ROCK DR, MALIBU, CA 90265",34.0410409,-118.6151122
127024,No Damage,1800.0,Melhill,Way,Los Angeles,90049,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Wood,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,362074.0,1954.0,"1800 MELHILL WAY, LOS ANGELES, CA 90049",34.0667569,-118.5007411
57524,No Damage,3450.0,Coffey,Lane,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,School,Nonresidential Commercial,Unknown,Fire Resistant,Enclosed,Screened,Fire Resistant,Single Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,3450 COFFEY LANE  *FIELD COLLECTED,38.4735255203788,-122.745779626991
24439,No Damage,935.0,Creek,Road,Unknown,Unknown,CZU,Santa Cruz,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,119190.0,1940.0,935 CREEK DR BOULDER CREEK CA 95006,37.1709871395436,-122.144950705448
125805,Destroyed (>50%),16781.0,Bollinger ,Drive,Pacific Palisades,90272,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Asphalt,Unknown,Unknown,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,532502.0,1946.0,"16781 BOLLINGER DR, PACIFIC PALISADES, CA 90272",34.0454962,-118.5455894
46101,Destroyed (>50%),6561.0,Milton,Court,Magalia,Unknown,BTU,Butte,Magalia ,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,134211.0,1987.0,6561  MILTON CT   MAGALIA CA 95954,39.8098458886491,-121.591815143462
113599,No Damage,2937.0,Santa Rosa ,Avenue,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,226089.0,1938.0,"2937 SANTA ROSA AVE, ALTADENA, CA 91001",34.1950381,-118.1331269
15176,No Damage,203.0,Wykoff,Drive,Unknown,Unknown,LNU,Solano,Unknown,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,Unknown,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,Unknown,Unknown,493377.0,1969.0,203 WYKOFF DR VACAVILLE CA 95688,38.3582880681239,-122.01812137395
68359,Destroyed (>50%),3667.0,Mocha,Lane,Santa Rosa,00000,LNU,Sonoma,Coffey Park,2017-10-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,Unknown,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,139987.0,,3667 MOCHA LN SANTA ROSA CA 95403,38.4784738262016,-122.749129025172
95313,No Damage,1.0,Vincent ,Lane,Unknown,00000,BTU,Butte,Unknown,2024-07-24 00:00:00,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,>30,>50',309054.0,2005.0,"1 VINCENT LN, COHASSET, CA 95973",39.8898976,-121.7425571
119075,No Damage,1782.0,Sierra Madre Villa,Avenue,Pasadena,91107,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,1552050.0,1973.0,"1782 SIERRA MADRE VILLA AVE, PASADENA, CA 91107",34.177423,-118.0804377
69438,Destroyed (>50%),21361.0,Yankee Valley,Road,Unincorporated,00000,LNU,Lake,Hidden Valley lake,2015-09-12 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,210321.0,,21361 YANKEE VALLEY RD HIDDEN VALLEY LAKE CA 95467,38.7821247047316,-122.523982124828
107458,No Damage,300.0,Acacia ,Street,Altadena,91001,LAC,Los Angeles,Unknown,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,Unknown,>50',126382.0,1911.0,"300 ACACIA ST, ALTADENA, CA 91001",34.183593,-118.1571357
